title,url,date
PM Netanyahu Visits Wolfson Medical Center in Holon,https://www.gov.il/en/pages/event_hospital120521,2021-05-12
PM Netanyahu Visits Acre Police Station for Discussion and Assessment of the Situation following Events in the City,https://www.gov.il/en/pages/event_acre120521,2021-05-12
PM Netanyahu Holds Discussion on Events in Lod,https://www.gov.il/en/pages/spoke_discussion120521,2021-05-12
PM Netanyahu to Hold Discussion on Events in Lod,https://www.gov.il/en/pages/spoke_lod120521,2021-05-12
PM Netanyahu and DM Gantz Agree to Immediately Transfer Border Police Battalions to Lod,https://www.gov.il/en/pages/spoke_army051121,2021-11-05
Statement by PM Netanyahu,https://www.gov.il/en/pages/event_statements110511,2011-05-11
PM Netanyahu Holds Assessment at IDF Southern Command HQ,https://www.gov.il/en/pages/event_pikud_darom110521,2021-05-11
Excerpt from PM Netanyahu's Remarks at the Main Jerusalem Day Ceremony at Ammunition Hill,https://www.gov.il/en/pages/spoke_jerusalem100521,2021-05-10
PM Netanyahu Comments on Events in Jerusalem,https://www.gov.il/en/pages/spoke_battle100521,2021-05-10
PM Netanyahu Currently Holding Security Consultation,https://www.gov.il/en/pages/event_sec100521,2021-05-10
"Cabinet Approves PM Netanyahu's, DM Gantz's & Finance Minister Katz's Proposal to Implement the Reform in the Defense Ministry Rehabilitation Division",https://www.gov.il/en/pages/spoke_reform090521,2021-05-09
"Excerpts from PM Netanyahu’s Remarks at the Start of the Special Cabinet Meeting, at Jerusalem City Hall, to Mark Jerusalem Day",https://www.gov.il/en/pages/spoke_start090521,2021-05-09
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spoke_putin070521,2021-05-07
At PM Netanyahu's Instruction: Agreement Reached on Reform of the Defense Ministry Rehabilitation Division,https://www.gov.il/en/pages/spoke_agreements060521,2021-05-06
PM Netanyahu Comments on Tapuach Junction Terrorist Attack,https://www.gov.il/en/pages/spoke_tapuach020521,2021-05-02
PM Netanyahu Visits People who were injured in the Mt. Meron Disaster at Rambam Hospital in Haifa,https://www.gov.il/en/pages/event_rambam020521,2021-05-02
PM Netanyahu Donates Blood and Speaks with POTUS Joe Biden,https://www.gov.il/en/pages/spoke_blood300421,2021-04-30
Cabinet Approves Proposal of PM Netanyahu and DM Gantz to Declare a Day of National Mourning,https://www.gov.il/en/pages/spoke_meron_300421,2021-04-30
PM Netanyahu Visits Site of Mt. Meron Disaster,https://www.gov.il/en/pages/event_meron300421,2021-04-30
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start270421,2021-04-27
Excerpts from PM Netanyahu’s Remarks at the Start of the Cabinet Meeting (Corona),https://www.gov.il/en/pages/spoke_corona270421,2021-04-27
Excerpts from PM Netanyahu’s Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_cabinet270421,2021-04-27
Remarks by PM Netanyahu following an Assessment of the Situation with Senior Security Officials at the Defense Ministry in Tel Aviv,https://www.gov.il/en/pages/spoke_discussion240421,2021-04-24
PM Netanyahu's Remarks at the Leaders Summit on Climate Hosted by US President Joe Biden,https://www.gov.il/en/pages/event_climate230421,2021-04-23
PM Netanyahu Comments on March Unemployment Rate,https://www.gov.il/en/pages/spoke_unemployment210421,2021-04-21
PM Netanyahu Meets with UK Cabinet Minister Michael Gove,https://www.gov.il/en/pages/event_british200421,2021-04-20
Excerpt from PM Netanyahu's Remarks following a Discussion on the Issue of Vaccines and Preparations for the Continued Fight against the Coronavirus,https://www.gov.il/en/pages/event_vaccine200421,2021-04-20
"Following Major Efforts by PM Netanyahu and Health Minister Edelstein, Israel has Signed an Agreement with Pfizer for the Acquisition of Millions of Vaccine Doses for 2022",https://www.gov.il/en/pages/spoke_vaccines190421,2021-04-19
PM Netanyahu Meets with Handicapped IDF Veterans Organization Chairman Idan Kleiman,https://www.gov.il/en/pages/event_idf180421,2021-04-18
"PM Netanyahu, Education Minister Galant & Jerusalem Mayor Lion Visit High School in the Jerusalem Neighborhood of Har Homa",https://www.gov.il/en/pages/event_school180421,2021-04-18
PM Netanyahu Condemns Burning of Flags & Wreaths Laid in the Memory of IDF Fallen,https://www.gov.il/en/pages/spoke_idf150421,2021-04-15
PM Benjamin Netanyahu & his Wife Sara Watch IAF Flyby,https://www.gov.il/en/pages/event_plane150421,2021-04-15
Prime Minister Netanyahu's Remarks at the Ceremony Marking the Remembrance Day for Israel's Fallen Soldiers at Mount Herzl,https://www.gov.il/en/pages/event_memorial_day_har140421,2021-04-14
PM Netanyahu and his Wife Sara Meet with Group of IDF Orphans,https://www.gov.il/en/pages/event_idf130421,2021-04-13
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start120421,2021-04-12
"PM Netanyahu and his Wife Sara, Along with Ministers Regev and Tropper, Meet with Independence Day Torchlighters",https://www.gov.il/en/pages/event_torch120421,2021-04-12
PM Netanyahu Meets with US Secy. of Defense Lloyd Austin,https://www.gov.il/en/pages/event_defense120421,2021-04-12
PM Netanyahu Holds Toasts with Security Agencies on the Occasion of Israel's 73rd Independence Day,https://www.gov.il/en/pages/event_toast110421,2021-04-11
Cabinet Approves PM Netanyahu's Proposal to Extend the Term of ISA Director Nadav Argaman by Four Months,https://www.gov.il/en/pages/spoke_dec110421,2021-04-11
PM Netanyahu Holds Discussions on Israeli Policy regarding the Statement of the International Court in The Hague on the Opening of an Investigation against the State of Israel,https://www.gov.il/en/pages/spoke_court080421,2021-04-08
PM Netanyahu's Remarks at the 'Unto Every Person There is a Name' Ceremony at the Knesset,https://www.gov.il/en/pages/event_knesset080421,2021-04-08
PM Netanyahu Lays Wreath at Holocaust Martyrs' and Heroes' Remembrance Day Ceremony at Yad Vashem,https://www.gov.il/en/pages/event_shem080421,2021-04-08
Prime Minister Netanyahu's Remarks at the Holocaust Martyrs' and Heroes' Remembrance Day Ceremony at Yad Vashem,https://www.gov.il/en/pages/event_yad070421,2021-04-07
PM Netanyahu and his Wife Sara Meet with Holocaust Martyrs' and Heroes' Remembrance Day Torchlighters,https://www.gov.il/en/pages/event_torch060421,2021-04-06
PM Netanyahu Meets with Bank of Israel Governor Prof. Amir Yaron and Receives the BOI Annual Report for 2020,https://www.gov.il/en/pages/event_bank060421,2021-04-06
"NSC Counter-Terrorism, Public Security and Home Front Division Updated Travel Warnings for the Spring and Summer of 2021",https://www.gov.il/en/pages/spoke_terror290321,2021-03-29
PM Benjamin Netanyahu & his Wife Sara Cast Their Ballots,https://www.gov.il/en/pages/event_elections230321,2021-03-23
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement150321,2021-03-15
PM Netanyahu's Wife Sara Undergoes a Successful Appendectomy,https://www.gov.il/en/pages/spoke_surgery120321,2021-03-12
PM Netanyahu Speaks by Telephone with Ukrainian President Volodymyr Zelensky,https://www.gov.il/en/pages/spoke_ukraine120321,2021-03-12
"PM Netanyahu Holds Trilateral Summit Meeting in Jerusalem with Czech PM Andrej Babis and Hungarian PM Viktor Orban on Cooperating in the Research, Development and Production of Vaccines",https://www.gov.il/en/pages/event_summit110321,2021-03-11
PMO Announcement,https://www.gov.il/en/pages/spoke_flight110321,2021-03-11
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint060321,2021-03-06
PM Netanyahu Speaks by Telephone with VPOTUS Kamala Harris,https://www.gov.il/en/pages/spoke_usa050321,2021-03-05
"PM Netanyahu Holds Summit Meeting in Jerusalem with Austrian Chancellor Sebastian Kurz & Danish PM Mette Frederiksen on Advancing the Establishment of a Joint Fund for the Research, Development and Production of Vaccines",https://www.gov.il/en/pages/event_summiit040321,2021-03-04
"PM Netanyahu, Austrian Chancellor Sebastian Kurz & Danish PM Mette Frederiksen Visit Gym in Modi'in to Monitor the Coronavirus Routine in Israel according to the Green Pass Model",https://www.gov.il/en/pages/event_gym040321,2021-03-04
Remarks by Prime Minister Benjamin Netanyahu on the ICC Decision,https://www.gov.il/en/pages/spoke_icc030321,2021-03-03
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint020321,2021-03-02
PM Netanyahu Meets with First UAE Ambassador to Israel Mohamed Al Khaja,https://www.gov.il/en/pages/event_uae020321,2021-03-02
"Cabinet Approves PM Netanyahu's Plan to Improve Coordination in Planning and Construction Procedures, which will lead to Reduced Regulation in the Licensing and Construction Process",https://www.gov.il/en/pages/spoke_licensing010321,2021-03-01
Cabinet Approves PM Netanyahu's NIS 150 Million Proposal to Strengthen Arab Sector Communities and Reduce Crime,https://www.gov.il/en/pages/spoke_reinforcement010321,2021-03-01
PM Netanyahu Holds Zoom Meeting with Arab Sector Local Authority Heads,https://www.gov.il/en/pages/spoke_arab010321,2021-03-01
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement280221,2021-02-28
PM Netanyahu Speaks with Bahraini Crown Prince Salman bin Hamad Al Khalifa,https://www.gov.il/en/pages/spoke_bahrain250221,2021-02-25
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_b240221,2021-02-24
PM Netanyahu and Senor Officials Hold Public Briefing ahead of Purim,https://www.gov.il/en/pages/event_purim240221,2021-02-24
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement240221,2021-02-24
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_,
Cabinet Approves PM Netanyahu's and Environmental Protection Minister Gila Gamliel's Plan to Allocate NIS 45 Million to Clean and Rehabilitate the Beaches,https://www.gov.il/en/pages/spoke_ecological230221,2021-02-23
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke_vaccine_help230221,2021-02-23
Additional Excerpt from PM Netanyahu's Remarks at Tel Hai,https://www.gov.il/en/pages/spoke_iran230221,2021-02-23
Excerpt from PM Netanyahu's Remarks at Tel Hai,https://www.gov.il/en/pages/spoke_vaccine230221,2021-02-23
"Cabinet Approves Decision for the State to Recognize the Yemenite, Mizrachi and Balkan Children Affair and for the Transfer of Financial Compensation to the Families that were hurt in the early Years of the State",https://www.gov.il/en/pages/spoke_yemen22022,
PM Netanyahu Meets with Egyptian Petroleum and Mineral Resources Minister Tarek El Molla,https://www.gov.il/en/pages/event_egypt210221,2021-02-21
PM Netanyahu and Environmental Protection Minister Gila Gamliel Tour Ashdod Beach in Light of the Ecological Damage,https://www.gov.il/en/pages/event_ecology210221,2021-02-21
PM Netanyahu and Health Minister Yuli Edelstein Visit Petah Tikva Gym,https://www.gov.il/en/pages/event_fitness200221,2021-02-20
PM Netanyahu Speaks with the Mother of the Israeli Woman who was Returned from Syria,https://www.gov.il/en/pages/spoke_syria190221,2021-02-19
Prime Minister's Office Statement,https://www.gov.il/en/pages/spoke_pmo190221,2021-02-19
PM Netanyahu Speaks with Equatorial Guinea President Teodoro Mbasogo,https://www.gov.il/en/pages/spoke_guinea190221,2021-02-19
PM Netanyahu Thanks Russian President Putin for his Assistance in the Return of an Israeli Citizen to the Country,https://www.gov.il/en/pages/spoke_putin190221,2021-02-19
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint180221,2021-02-18
PM Netanyahu Speaks with US President Joe Biden,https://www.gov.il/en/pages/spoke_biden170221,2021-02-17
"PM Netanyahu and Health Minister Edelstein Meet the 4,000,000th Person to be Vaccinated in Israel",https://www.gov.il/en/pages/event_jerusalem160221,2021-02-16
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement150221,2021-02-15
PM Netanyahu Speaks with Colombian Pres. Ivan Duque and Dutch PM Mark Rutte,https://www.gov.il/en/pages/spoke_vaccine150221,2021-02-15
PM Netanyahu Meets with Cyprus President Nicos Anastasiades,https://www.gov.il/en/pages/event_cyprus140221,2021-02-14
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement140221,2021-02-14
PM Netanyahu's Remarks at the Start of the Corona Cabinet Meeting,https://www.gov.il/en/pages/spoke_cabinet140221,2021-02-14
PM Netanyahu Speaks with Brazilian President Jair Bolsonaro,https://www.gov.il/en/pages/spoke_brazil130221,2021-02-13
PM Netanyahu Speaks with Danish PM Mette Frederiksen,https://www.gov.il/en/pages/spoke_denmark130221,2021-02-13
Joint Prime Minister's Office-Health Ministry-Education Ministry Statement,https://www.gov.il/en/pages/spoke_joint090221,2021-02-09
PM Netanyahu and Health Minister Edelstein Visit the Clalit Health Services Clinic in Zarzir,https://www.gov.il/en/pages/event_zarzir090221,2021-02-09
"PM Netanyahu Meets with Prof. Nadir Arber, Director of the Research Project on Developing an Anti-Coronavirus Drug",https://www.gov.il/en/pages/event_medication080221,2021-02-08
PM Netanyahu Meets with Greek PM Kyriakos Mitsotakis,https://www.gov.il/en/pages/event_greece080221,2021-02-08
Following Consultation PM Netanyahu Held with Senior Ministers and Officials: Education System Will Not Open Tomorrow,https://www.gov.il/en/pages/spoke_edu080221,2021-02-08
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spoke_putin080221,2021-02-08
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start070221,2021-02-07
Security Cabinet Statement,https://www.gov.il/en/pages/spoke_cabinet070221,2021-02-07
Statement by PM Benjamin Netanyahu,https://www.gov.il/en/pages/spoke_icc060221,2021-02-06
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement050221,2021-02-05
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement040221,2021-02-04
PM Netanyahu’s Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start040221,2021-02-04
PM Netanyahu Postpones Visit to Abu Dhabi and Bahrain,https://www.gov.il/en/pages/spoke_sky040221,2021-02-04
PM Netanyahu's Statement on the Issue of the Coronavirus,https://www.gov.il/en/pages/event_statement020221,2021-02-02
PM Netanyahu Speaks by Telephone with Indian Prime Minister Narendra Modi,https://www.gov.il/en/pages/spoke_india010221,2021-02-01
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint010221,2021-02-01
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start310121,2021-01-31
National Security Council Head Meir Ben-Shabbat Speaks by Telephone with Indian National Security Adviser Ajit Doval,https://www.gov.il/en/pages/spoke_india290121,2021-01-29
"PM Netanyahu Speaks with Slovenian, Greek and Romanian Prime Ministers",https://www.gov.il/en/pages/spoke_leaders290121,2021-01-29
National Security Council Head Meir Ben-Shabbat Speaks by Telephone with Moroccan Foreign Minister Nasser Bourita,https://www.gov.il/en/pages/spoke_morocco290121,2021-01-29
PM Netanyahu and Health Minister Edelstein Visit Clalit Health Services Clinic in Ar'ara BaNegev,https://www.gov.il/en/pages/event_negev280121,2021-01-28
PM Netanyahu Meets with Arab Sector Local Council Heads,https://www.gov.il/en/pages/event_discussion260121,2021-01-26
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint260121,2021-01-26
PM Netanyahu Convenes Discussion with Senior Health Ministry Officials,https://www.gov.il/en/pages/event_health250121,2021-01-25
PM Netanyahu Meets with Arab Sector Local Council Heads to Discuss his Proposal to Defeat Violence and Crime in Arab Society,https://www.gov.il/en/pages/spoke_meet240121,2021-01-24
Joint Prime Minister's Office-Health Ministry-Transportation Ministry Statement,https://www.gov.il/en/pages/spoke_joint240121,2021-01-24
NSC Head Ben-Shabbat Speaks with US National Security Adviser Jake Sullivan,https://www.gov.il/en/pages/spoke_usa230121,2021-01-23
PM Netanyahu Holds Discussions on BGI Airport,https://www.gov.il/en/pages/spoke_flights230121,2021-01-23
PM Netanyahu Congratulates US President Joe Biden and US Vice President Kamala Harris,https://www.gov.il/en/pages/spoke_usa200121,2021-01-20
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement190121,2021-01-19
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start190121,2021-01-19
PM Netanyahu and Health Minister Edelstein Visit Meuhedet HMO Clinic in Beit Shemesh,https://www.gov.il/en/pages/event_beit_shemesh180121,2021-01-18
PM Netanyahu Participates in 6th Leaders' Video Conference,https://www.gov.il/en/pages/event_conference180121,2021-01-18
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint170121,2021-01-17
PM Netanyahu's Remarks at the Farewell for US Ambassador David Friedman at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/event_ambassador170121,2021-01-17
Excerpt from PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start170121,2021-01-17
PM Netanyahu's Wife Sara Receives 2nd Dose of the Anti-coronavirus Vaccine,https://www.gov.il/en/pages/spoke_vaccine140121,2021-01-14
PM Netanyahu and Health Minister Edelstein Visit Maccabi Healthcare Services Clinic in Ramle,https://www.gov.il/en/pages/event_macabbi140121,2021-01-14
PM Netanyahu and Health Minister Edelstein Visit Clalit Health Services Clinic in Nazareth,https://www.gov.il/en/pages/event_vaccine130121,2021-01-13
PM Netanyahu and Health Minister Edelstein Visit Leumit Health Services Clinic in Ashdod,https://www.gov.il/en/pages/event_leumit120121,2021-01-12
PM Netanyahu's Remarks on the Passing of Sheldon Adelson,https://www.gov.il/en/pages/spoke_adelson120120,2020-01-12
"PM Netanyahu Authorized the Advancement of Construction of Approximately 800 Residential Units in Judea and Samaria, including in Tal Menashe, the Home Community of the Late Esther Horgan",https://www.gov.il/en/pages/spoke_building110121,2021-01-11
PM Netanyahu and Health Minister Edelstein Welcome Shipment of Pfizer Anti-Coronavirus Vaccines at BGI Airport,https://www.gov.il/en/pages/event_vaccines100121,2021-01-10
PM Netanyahu and Health Minister Edelstein Receive 2nd Dose of Anti-Corona Virus Vaccine,https://www.gov.il/en/pages/event_vaccine090121,2021-01-09
European Leaders Call to Congratulate PM Netanyahu on the Vaccines Operation and to Request Cooperation with Israel,https://www.gov.il/en/pages/spoke_leaders080121,2021-01-08
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_health070121,2021-01-07
PM Netanyahu at a Special Update on the Issue of Vaccines,https://www.gov.il/en/pages/spoke_vaccine_update070121,2021-01-07
Additional Remarks by PM Netanyahu at his Meeting with US Treasury Secy. Steven Mnuchin,https://www.gov.il/en/pages/event_usa070121,2021-01-07
PM Netanyahu Statement to the Media with US Secy. of the Treasury Mnuchin,https://www.gov.il/en/pages/event_secretary070120,2020-01-07
Joint Prime Minister's Office-Health Ministry-Finance Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement070121,2021-01-07
Cabinet Approves Regulations for Tightened Lockdown,https://www.gov.il/en/pages/spoke_regulations060121,2021-01-06
PM Netanyahu: First Shipment of Moderna Vaccines to Arrive in Israel Tomorrow,https://www.gov.il/en/pages/spoke_moderna060120,2020-01-06
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint050121,2021-01-05
"PM Netanyahu: ""We need to impose a full lockdown immediately""",https://www.gov.il/en/pages/spoke_lockdown050121,2021-01-05
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start050121,2021-01-05
Joint Prime Minister's Office-Finance Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement040121,2021-01-04
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start040121,2021-01-04
PM Netanyahu on Iranian Decision,https://www.gov.il/en/pages/spoke_iran040121,2021-01-04
"PM Netanyahu and Health Minister Edelstein Meet the 1,000,000th Person in Israel to be Vaccinated at the Anti-coronavirus Vaccination Facility in Umm Al-Fahm",https://www.gov.il/en/pages/event_umm_al_fahm010120,2020-01-01
PM Netanyahu Visits Clalit Healthcare Services Vaccination Facility in Tira,https://www.gov.il/en/pages/event_tira311220,2020-12-31
PM Netanyahu on the Occasion of Novy God,https://www.gov.il/en/pages/event_novygod311220,2020-12-31
PM Netanyahu Meets with Outgoing UN Middle East Envoy Nickolay Mladenov,https://www.gov.il/en/pages/event_un311220,2020-12-31
Israel-Austria Conference Call on the Successful Israeli Experience in the Vaccines Operation,https://www.gov.il/en/pages/spoke_austria301220,2020-12-30
Cabinet Approves PM Netanyahu's Proposal to Extend Various Business Licenses and Permits,https://www.gov.il/en/pages/spoke_extension301220,2020-12-30
Statement by the Advisory Committee on Senior Appointments,https://www.gov.il/en/pages/spoke_committee301220,2020-12-30
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement301220,2020-12-30
PM Netanyahu Welcomes Jonathan and Esther Pollard on their Arrival in Israel,https://www.gov.il/en/pages/event_pollard301220,2020-12-30
"PM Netanyahu and Health Minister Edelstein Meet the 500,000th Person in Israel to be Vaccinated",https://www.gov.il/en/pages/event_vaccine291220,2020-12-29
PM Netanyahu's Remarks for the Ceremony Marking Ten Years since the Carmel Disaster,https://www.gov.il/en/pages/event_carmel291220,2020-12-29
PM Netanyahu Speaks with Russian President Vladimir Putin,https://www.gov.il/en/pages/spoke_putin281220,2020-12-28
PM Netanyahu Update on Vaccines Operation,https://www.gov.il/en/pages/spoke_vaccine261220,2020-12-26
Joint Prime Minister's Office-Health Ministry-Finance Ministry Statement,https://www.gov.il/en/pages/spoke_regulations251220,2020-12-25
PM Netanyahu on the Education Format under the Impending Lockdown,https://www.gov.il/en/pages/spoke_vaccine241220,2020-12-24
PM Netanyahu and Israeli Ambassador to the UN Erdan Meet with US Ambassador to the UN Kelly Craft,https://www.gov.il/en/pages/event_un241220,2020-12-24
Statement by the Advisory Committee on Senior Appointments,https://www.gov.il/en/pages/spoke_committee241220,2020-12-24
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement231220,2020-12-23
Prime Minister Netanyahu's Christmas Greeting,https://www.gov.il/en/pages/spoke_christmas231220,2020-12-23
PM Netanyahu Comments on the Discovery of the Mutated Coronavirus in Israel,https://www.gov.il/en/pages/spoke_mutation231220,2020-12-23
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_start231220,2020-12-23
Advisory Committee on Senior Appointments to Discuss Proposed Candidates to head the Israel Police and the Israel Prison Servce,https://www.gov.il/en/pages/spoke_message231220,2020-12-23
NSC Head Meir Ben-Shabbat and the Israeli Delegation Return from Morocco,https://www.gov.il/en/pages/spoke_morocco231220,2020-12-23
"National Security Adviser and NSC Head Meir Ben-Shabbat, on Behalf of Prime Minister Netanyahu, Meets with King of Morocco Mohammed VI, Together with US Senior Presidential Advisor Jared Kushner",https://www.gov.il/en/pages/event_king_of_morocco221220,2020-12-22
National Security Adviser and Head of the National Security Council Meir Ben-Shabbat is Currently on a First Diplomatic Visit to Rabat,https://www.gov.il/en/pages/event_morocco_221220,2020-12-22
Cabinet Approves PM Netanyahu's Proposal to Allocate NIS 40 Million to Assist & Strengthen Communities in Judea and Samaria,https://www.gov.il/en/pages/spoke_grant221220,2020-12-22
Cabinet Approves PM Netanyahu's Proposal to Assist and Strengthen Ashkelon,https://www.gov.il/en/pages/spoke_ashkelon221220,2020-12-22
"Upon the Landing of the Israeli Delegation in Rabat Morocco, PM Netanyahu Speaks with the Crew of the Plane and the with Israeli-American Delegation",https://www.gov.il/en/pages/event_morocco221020,2020-10-22
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement211220,2020-12-21
PM Netanyahu Meets with US Senior Presidential Advisor Jared Kushner,https://www.gov.il/en/pages/event_meeting211220,2020-12-21
PM Netanyahu's Remarks at the Start of a Tree-Planting Ceremony with US Senior Presidential Advisor Jared Kushner,https://www.gov.il/en/pages/spoke_abroad211220,2020-12-21
PM Netanyahu Meets with Portuguese FM Augusto Santos Silva,https://www.gov.il/en/pages/event_portugal211220,2020-12-21
PM Netanyahu and US Senior Presidential Advisor Jared Kushner Participate in Tree-Planting Ceremony at the Grove of Nations in the Jerusalem Forest,https://www.gov.il/en/pages/event_ceremony211220,2020-12-21
PM Netanyahu: Security Forces will apprehend the Murderer of Esther Horgan as Quickly as Possible,https://www.gov.il/en/pages/spoke_condolences211220,2020-12-21
PM Netanyahu's Remarks at the Start of the Cabinet Meeting,https://www.gov.il/en/pages/spoke_cabint_corona211220,2020-12-21
Joint Prime Minister's Office-Health Ministry Statement,https://www.gov.il/en/pages/spoke_joint_statement201220,2020-12-20
PM Netanyahu's Remarks after the Corona Cabinet Meeting,https://www.gov.il/en/pages/spoke_summary_cabinet201220,2020-12-20
Update on PM Netanyahu's Condition from his Personal Physician,https://www.gov.il/en/pages/spoke_update2_201220,2020-12-20
"PM Netanyahu and Health Minister Edelstein Leading Corona Cabinet Decision to Immediately Close Entry from Great Britain, Denmark & South Africa",https://www.gov.il/en/pages/spoke_flights201220,2020-12-20
PM Netanyahu's Remarks at the Start of the Coronavirus Cabinet Meeting,https://www.gov.il/en/pages/spoke_cabint_corona201220,2020-12-20
PM Netanyahu Update after Receiving the First Anti-coronavirus Vaccine in Israel,https://www.gov.il/en/pages/spoke_update191220,2020-12-19
PM Netanyahu and Health Minister Edelstein are the First in Israel to be Vaccinated against the Coronavirus,https://www.gov.il/en/pages/event_sheba191220,2020-12-19
PM Netanyahu's Remarks upon Arriving at Sheba Medical Center at Tel Hashomer in Order to Receive the First Anti-coronavirus Vaccine in Israel,https://www.gov.il/en/pages/spoke_vaccine191220,2020-12-19
PM Netanyahu Speaks with US Chairman of the Joint Chiefs of Staff Gen. Mark A. Milley and Later Meets with Him after Leaving Quarantine,https://www.gov.il/en/pages/event_usa181220,2020-12-18
PM Netanyahu and Health Minister Edelstein to be vaccinated in Front of the Cameras on a Live Broadcast,https://www.gov.il/en/pages/spoke_vaccine_live171220,2020-12-17
Advisory Committee on Senior Appointments Begins Deliberations on Proposed Candidacy for the Post of Head of the Mossad,https://www.gov.il/en/pages/spoke_advisory_committee171220,2020-12-17
PM Netanyahu Spoke Today to 12 Outstanding Mossad Officers,https://www.gov.il/en/pages/spoke_mossad161220,2020-12-16
PM Netanyahu Update from Quarantine,https://www.gov.il/en/pages/spoke_pm161220,2020-12-16
PM Netanyahu Comments on the Economic Plan,https://www.gov.il/en/pages/spoke_quarantine151220,2020-12-15
PM Netanyahu Appoints New Mossad Director,https://www.gov.il/en/pages/spoke_mossad151220,2020-12-15
"PM Netanyahu Addresses – by Zoom – Ministry for Diaspora Affairs ""Our Common Destiny"" Scroll Event",https://www.gov.il/en/pages/spoke_zoom141220,2020-12-14
PM Netanyahu in Quarantine until Friday,https://www.gov.il/en/pages/spoke_corona141220,2020-12-14
PM Netanyahu Meets with US National security Adviser O'Brien,https://www.gov.il/en/pages/event_usa131220,2020-12-13
"PM Netanyahu and Health Minister Edelstein Visit Maccabi HMO Coronavirus Vaccine Facility in Tel Aviv: ""We are on the way to bringing forward the vaccinations.""",https://www.gov.il/en/pages/event_maccabi131220,2020-12-13
PM Netanyahu's Remarks at the Climate Conference in Britain,https://www.gov.il/en/pages/event_climate121220,2020-12-12
PM Netanyahu Welcomes Establishment of Diplomatic Relations between Bhutan and Israel,https://www.gov.il/en/pages/spoke_bhutan121220,2020-12-12
PM Netanyahu and his Wife Sara Light 1st Chanukah Candle via Zoom with the World Zionist Organization and Representatives of Diaspora Jewish Communities,https://www.gov.il/en/pages/event_zion_org101220,2020-12-10
PM Netanyahu's Remarks on US President Donald Trump's Statement on the Establishment of Relations between Israel and Morocco,https://www.gov.il/en/pages/event_ww101220,2020-12-10
